  --- START ---
    8,  364, 1000,  388,    0
    8,  388, 1000,  420,    0
    7,  437, 1000,  462,    0
   10,  482, 1000,  507,    0
   10,  530, 1000,  570,   15
   12,  607, 1000,  630,    0
   12,  669, 1000,  704,   20
   17,  754, 1000,  783,   25
   20,  847, 1000,  883,   29
   25,  952, 1000,  977,   34
   30, 1000, 1000, 1000,   37
   40, 1000, 1000, 1000,   48
   48, 1000, 1000, 1000,   61
   69, 1000, 1000, 1000,   80
   82, 1000, 1000, 1000,  102
  105, 1000, 1000, 1000,  130
  134, 1000, 1000, 1000,  162
  187, 1000, 1000, 1000,  189
  211, 1000, 1000, 1000,  237
  272, 1000, 1000, 1000,  304
  360, 1000, 1000, 1000,  357
  465, 1000, 1000, 1000,  469
  517, 1000, 1000, 1000,  583
  552, 1000, 1000, 1000,  644
  637, 1000, 1000, 1000,  755
  731, 1000, 1000, 1000,  877
  850, 1000, 1000, 1000,  996
  938, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000, 1000, 1000, 1000, 1000
 1000,  991, 1000, 1000, 1000
 1000,  862, 1000,  878, 1000
 1000,  743, 1000,  781, 1000
 1000,  660, 1000,  671, 1000
  952,  553, 1000,  587, 1000
  886,  487, 1000,  492, 1000
  809,  416, 1000,  458,  958
  736,  362, 1000,  409,  865
  682,  354, 1000,  384,  809
  585,  326, 1000,  362,  711
  455,  283, 1000,  277,  582
  363,  276, 1000,  271,  497
  295,  300, 1000,  253,  422
  224,  266, 1000,  222,  360
  168,  279, 1000,  195,  305
  127,  261, 1000,  179,  253
   99,  289, 1000,  168,  205
   72,  270, 1000,  152,  169
   47,  294, 1000,  137,  143
   45,  301, 1000,  135,  116
   18,  287, 1000,  121,   89
   14,  308, 1000,  113,   63
    7,  298, 1000,   99,   50
   11,  291, 1000,  107,   34
    7,  274, 1000,  138,   12
   12,  251, 1000,  148,    0
    9,  212, 1000,  142,    0
    6,  171, 1000,  169,    0
    3,  165, 1000,  190,    0
    3,  165, 1000,  209,    0
    3,  120, 1000,  217,    0
    0,  121, 1000,  220,    0
    0,  159, 1000,  210,    0
    0,  158, 1000,  198,    0
    0,  169, 1000,  167,    0
    0,  181, 1000,  178,    0
    0,  186, 1000,  151,    0
    0,  215, 1000,  177,    0
    0,  190, 1000,  154,    0
    0,  180, 1000,  145,    0
    0,  174, 1000,  180,    0
    0,  165, 1000,  186,    0
    0,  155, 1000,  200,    0
    0,  158, 1000,  226,    0
    0,  162, 1000,  226,    0
    0,  167, 1000,  239,    0
    0,  174, 1000,  236,    0
    0,  178, 1000,  230,    0
    0,  177, 1000,  223,    0
    0,  173, 1000,  206,    0
    0,  207, 1000,  201,    0
    0,  206, 1000,  168,    0
    0,  200, 1000,  163,    0
    0,  203, 1000,  166,    0
    0,  195, 1000,  158,    0
    0,  190, 1000,  154,    0
    0,  178, 1000,  194,    0
    0,  177, 1000,  206,    0
    1,  195, 1000,  244,    0
    0,  170, 1000,  263,    0
    0,  156, 1000,  241,    0
    0,  180, 1000,  244,    0
    3,  165, 1000,  236,    0
    0,  189, 1000,  221,    0
    0,  200, 1000,  209,    0
    0,  206, 1000,  168,    0
  --- END ---
